ifmap_h,ifmap_w,kernel,c_in,f_out,arch_filter_count,arch_channel_count,valid,dram,weight,psum,ifmap,pe_util,latency,sim_time
35,35,1,512,4,9,9,PASS,636717,9315,558600,1254400,0.44,69907000,11198
52,52,1,64,64,32,18,PASS,350720,9792,1384448,519168,0.87,21674000,7933
132,132,3,3,8,32,18,PASS,188624,2880,684320,104544,0.19,35148000,5808
87,87,3,32,128,9,9,PASS,1205888,77841,61504640,3875328,0.95,3638110000,149896
171,171,1,1,2,12,27,PASS,88047,972,116964,58482,0.0067,29285000,2498
154,154,3,8,2,32,18,PASS,238240,5184,420736,379456,0.065,95228000,10519
122,122,3,1,2,32,18,PASS,44260,1728,87360,29768,0.047,15154000,1683
69,69,1,16,4,9,9,PASS,95382,405,76176,152352,0.4,9549000,1689
1764,1,1,512,8,32,18,PASS,933984,33984,818496,1806336,0.24,51219000,18343
441,1,1,3,8,12,27,PASS,5175,972,7056,2646,0.11,485000,156
50,50,1,32,128,32,18,PASS,404608,9792,1280000,400000,0.87,20042000,8694
16,16,3,512,2,12,27,PASS,186868,111132,153608,262144,0.17,45534000,4912
108,108,3,2,1,32,18,PASS,35140,1728,34132,46656,0.049,11906000,1383
204,204,1,3,2,9,9,PASS,208161,243,166464,249696,0.074,41642000,4030
174,174,1,4,8,32,18,PASS,363888,1728,484416,242208,0.056,30311000,7659
88,88,3,32,64,9,9,PASS,741888,41553,31471872,2230272,0.89,1985216000,81125
18769,1,1,3,1,32,18,PASS,75652,1728,37538,112614,0.0058,18804000,2353
33489,1,1,1,16,12,27,PASS,569961,1620,1071648,100467,0.025,67023000,12750
57,57,1,64,64,32,18,PASS,420480,9792,1663488,623808,0.87,26034000,10056
66,66,3,8,32,32,18,PASS,168224,5184,1212416,69696,0.98,17612000,4948
91,91,3,16,4,12,27,PASS,166124,4212,420436,264992,0.3,49944000,5648
44,44,3,16,2,12,27,PASS,36448,4212,47880,61952,0.15,11780000,1266
222,222,1,3,1,12,27,PASS,197460,972,98568,295704,0.0096,49328000,4976
160,160,1,1,4,12,27,PASS,128324,972,204800,51200,0.013,25644000,3126
17689,1,1,4,32,12,27,PASS,637776,2268,1132096,283024,0.13,53113000,13035
28,28,3,128,8,12,27,PASS,119692,28188,506272,200704,0.65,34214000,4363
205,205,3,8,16,32,18,PASS,997848,5184,5986064,672400,0.49,168566000,35132
7225,1,1,16,32,9,9,PASS,347448,1377,924800,578000,0.79,57833000,7106
190,190,3,1,2,9,9,PASS,106869,243,213568,72200,0.23,36506000,2447
1024,1,1,4,8,32,18,PASS,12864,1728,16384,8192,0.066,1059000,321
67,67,1,32,128,12,27,PASS,725368,14580,2298368,1723776,0.57,98823000,18476
18,18,3,512,1,32,18,PASS,313600,295488,147712,331776,0.032,85556000,8814
18,18,3,4,64,9,9,PASS,20272,5265,163840,11664,0.89,10740000,669
33489,1,1,3,8,12,27,PASS,368703,972,535824,200934,0.075,33533000,7190
21,21,3,3,1,32,18,PASS,2836,2880,1957,2646,0.07,960000,191
49729,1,1,8,2,9,9,PASS,497371,243,198916,795664,0.2,49755000,8873
206,206,1,1,8,32,18,PASS,382500,1728,678976,84872,0.014,42471000,9034
123,123,3,32,2,12,27,PASS,516974,7452,684134,968256,0.16,166791000,17812
127,127,3,2,32,32,18,PASS,532834,1728,1516000,64516,0.98,16409000,10896
4225,1,1,4,16,9,9,PASS,84662,405,135200,50700,0.4,8477000,1576
43,43,3,8,4,12,27,PASS,22488,2268,49036,29584,0.3,5679000,734
46,46,3,64,128,9,9,PASS,460992,155601,33409024,2166784,0.95,2041068000,78670
76,76,3,3,8,12,27,PASS,61460,972,133792,34656,0.67,5954000,1519
169,169,3,32,2,12,27,PASS,973294,7452,1297590,1827904,0.16,314635000,33449
29,29,3,4,1,32,18,PASS,5245,2880,3861,6728,0.065,1776000,269
11,11,3,8,64,12,27,PASS,11984,11988,43200,6776,0.78,2396000,360
88,88,3,3,4,9,9,PASS,53059,567,211216,46464,0.45,23454000,1438
159,159,3,4,8,12,27,PASS,298964,1620,996008,202248,0.44,50916000,8530
96,96,1,64,1,9,9,PASS,599688,1377,147456,1179648,0.099,73761000,10836
43,43,3,128,32,32,18,PASS,327328,74304,7275040,473344,0.98,119078000,21632
47,47,1,1,4,32,18,PASS,11621,1728,17672,4418,0.012,2244000,369
72,72,3,16,64,32,18,PASS,405760,19008,5474560,248832,0.98,83264000,18810
34,34,3,32,16,12,27,PASS,60504,14580,399360,110976,0.64,25736000,2938
17,17,3,2,128,32,18,PASS,31682,5184,94080,2890,0.98,1246000,792
46,46,3,8,8,12,27,PASS,33388,2268,112640,33856,0.59,6486000,1122
174,174,3,1,32,32,18,PASS,977540,1728,2862080,60552,0.49,30650000,20639
17,17,3,1,32,9,9,PASS,7813,729,23520,1445,0.89,1246000,227
72,72,3,32,32,32,18,PASS,331904,19008,5317760,331776,0.98,83264000,17338
35,35,3,4,1,9,9,PASS,6313,729,10329,9800,0.12,5026000,254
36,36,1,16,8,12,27,PASS,31428,972,20736,41472,0.39,1340000,537
10000,1,1,4,32,32,18,PASS,360576,1728,640000,80000,0.21,10035000,7168
137,137,3,2,4,12,27,PASS,110762,972,220860,75076,0.23,19069000,2979
1369,1,1,3,128,9,9,PASS,180554,2511,350464,65712,0.32,20575000,3298
98,98,3,16,16,9,9,PASS,303712,5265,4964352,460992,0.89,307860000,15915
42436,1,1,4,1,12,27,PASS,212504,972,84872,339488,0.013,42480000,4650
51,51,3,8,128,9,9,PASS,337856,19521,5425280,332928,0.95,313438000,16644
205,205,3,3,2,12,27,PASS,208817,972,248878,252150,0.17,42461000,5790
49284,1,1,3,2,9,9,PASS,246501,243,197136,295704,0.074,49310000,4496
69,69,3,3,32,32,18,PASS,159083,2880,735392,28566,0.73,9696000,3604
75,75,3,32,8,9,9,PASS,225224,5265,2845832,360000,0.89,180486000,9695
104,104,1,32,32,32,18,PASS,693376,2880,1384448,692224,0.87,21668000,13736
69,69,3,1,128,9,9,PASS,580568,2511,1758080,76176,0.95,71719000,12157
29929,1,1,2,4,32,18,PASS,180150,1728,239432,119716,0.014,29964000,4631
100,100,1,32,2,9,9,PASS,340324,729,160000,640000,0.2,40029000,5915
175,175,3,16,8,12,27,PASS,731376,4212,3145832,980000,0.58,184176000,25097
108,108,3,16,8,12,27,PASS,278456,4212,1188896,373248,0.59,70276000,9211
28900,1,1,32,2,32,18,PASS,983752,2880,231200,1849600,0.056,57836000,19803
6241,1,1,64,8,12,27,PASS,450324,2268,299568,798848,0.52,18769000,8004
132,132,3,32,2,9,9,PASS,593960,5265,2230280,1115136,0.22,558168000,22736
171,171,3,1,2,9,9,PASS,86444,243,172718,58482,0.23,29609000,2051
75,75,1,3,4,32,18,PASS,39951,1728,45000,33750,0.023,5660000,900
39,39,3,1,4,12,27,PASS,7321,972,17020,3042,0.15,1625000,279
44944,1,1,16,4,32,18,PASS,899456,1728,359552,1438208,0.11,44979000,16961
30,30,3,256,512,32,18,PASS,1811456,2359872,110501888,3916800,0.98,1863756000,266414
114,114,1,4,64,32,18,PASS,884880,2880,1663488,155952,0.21,26028000,16405
139,139,3,16,1,32,18,PASS,332513,9792,323457,618272,0.033,154942000,15735
1024,1,1,8,4,9,9,PASS,12369,243,8192,16384,0.4,1050000,250
99,99,3,3,4,32,18,PASS,68191,2880,191284,58806,0.1,19836000,2544
2500,1,1,1,256,12,27,PASS,649628,14580,1280000,57500,0.036,55065000,12943
52,52,1,1,32,12,27,PASS,90204,2268,173056,10816,0.035,8158000,1819
400,1,1,3,2,32,18,PASS,2576,1728,1600,2400,0.037,435000,134
158,158,1,3,8,12,27,PASS,274928,972,399424,149784,0.075,25008000,5348
10,10,3,3,128,32,18,PASS,13100,9792,49152,1500,0.74,916000,325
35,35,1,4,16,9,9,PASS,24662,405,39200,14700,0.4,2477000,401
80,80,3,16,8,9,9,PASS,152368,2673,1646112,204800,0.89,102736000,5936
15,15,3,2,4,9,9,PASS,1288,405,3796,900,0.48,516000,94
41,41,3,8,8,9,9,PASS,26264,1377,216840,26896,0.89,13626000,897
88,88,3,8,8,9,9,PASS,121768,1377,1027872,123904,0.89,62224000,3840
11,11,1,32,2,12,27,PASS,4762,1620,968,7744,0.15,287000,120
31,31,3,64,512,32,18,PASS,787008,590400,29889024,1045568,0.98,497230000,76263
6400,1,1,32,128,9,9,PASS,1028860,9801,6553600,3276800,0.84,384085000,28275
43,43,3,3,2,32,18,PASS,10061,2880,17466,11094,0.069,3820000,566
98,98,3,2,16,9,9,PASS,166988,729,749568,57624,0.89,38668000,3841
121,121,3,2,64,9,9,PASS,936882,2673,4592448,263538,0.89,234674000,22697
107,107,3,8,1,9,9,PASS,103265,1377,190785,183184,0.11,91902000,3628
168,168,1,3,1,32,18,PASS,113472,1728,56448,169344,0.0056,28259000,3280
60,60,3,64,32,12,27,PASS,359432,43092,5007488,921600,0.85,238396000,25163
38025,1,1,2,8,32,18,PASS,380826,1728,608400,152100,0.028,38060000,8387
186,186,3,8,1,12,27,PASS,311596,2268,239200,553536,0.077,104206000,10636
6561,1,1,16,2,9,9,PASS,118260,405,52488,209952,0.2,13149000,2010
3600,1,1,1,1,12,27,PASS,7524,972,7200,7200,0.0074,3644000,311
44,44,3,2,64,9,9,PASS,118064,2673,585984,34848,0.89,31240000,2904
139,139,3,3,32,9,9,PASS,659543,2025,4256864,289815,0.89,232266000,18585
33489,1,1,4,8,9,9,PASS,401949,243,535824,267912,0.4,33515000,7064
38,38,3,16,4,32,18,PASS,32896,9792,92736,46208,0.13,11724000,1383
82,82,3,1,2,12,27,PASS,19848,972,39040,13448,0.078,6914000,786
26,26,3,4,32,32,18,PASS,22288,2880,98304,5408,0.98,1440000,696
24,24,3,32,2,32,18,PASS,28616,19008,34760,36864,0.068,9440000,1016
73,73,3,4,128,12,27,PASS,673692,14580,3298944,255792,0.64,117620000,21001
196,196,3,16,8,32,18,PASS,920352,9792,5168160,1229312,0.25,307816000,41675
176,176,3,4,8,9,9,PASS,366436,729,2202144,247808,0.89,124312000,9313
218,218,3,4,16,32,18,PASS,937744,2880,3760128,380192,0.49,95520000,25395
60,60,3,128,4,32,18,PASS,511120,74304,1795216,921600,0.13,231176000,25665
32,32,1,2,16,9,9,PASS,18594,405,32768,6144,0.2,2075000,347
70,70,3,1,1,32,18,PASS,10100,1728,14144,9800,0.043,5066000,598
10,10,3,3,128,9,9,PASS,12137,7371,69632,4800,0.95,4986000,366
18,18,3,256,1,12,27,PASS,111064,56052,49792,165888,0.084,28776000,2900
16641,1,1,2,1,32,18,PASS,50499,1728,33282,66564,0.0041,16676000,1892
2601,1,1,8,32,9,9,PASS,104364,729,166464,104040,0.79,10433000,1798
11,11,3,64,512,12,27,PASS,355720,613332,2271744,340736,0.95,123964000,10699
134,134,3,32,16,12,27,PASS,860504,14580,6504960,1723776,0.64,395536000,44046
36,36,1,64,4,12,27,PASS,89100,2268,31104,165888,0.26,3934000,1580
20,20,1,512,128,9,9,PASS,325255,138591,5836800,3276800,0.95,342880000,15305
3249,1,1,32,256,9,9,PASS,945108,18873,6653952,3119040,0.87,377025000,27688
33,33,3,3,16,9,9,PASS,19129,1053,113584,9801,0.89,6676000,646
83,83,1,2,4,9,9,PASS,41415,243,55112,27556,0.1,6915000,798
59,59,3,3,2,32,18,PASS,18093,2880,33402,20886,0.063,7116000,867
289,1,1,512,16,32,18,PASS,169296,33984,268192,295936,0.48,8444000,3160
137,137,1,3,4,9,9,PASS,131464,243,150152,112614,0.15,18795000,2421
93,93,1,3,1,12,27,PASS,34920,972,17298,51894,0.011,8693000,847
47,47,3,128,64,9,9,PASS,495296,165969,34781760,2544768,0.89,2272366000,85541
676,1,1,3,16,9,9,PASS,13006,405,21632,6084,0.3,1379000,261
96,96,3,8,4,12,27,PASS,110044,2268,251920,147456,0.3,27886000,3365
88,88,3,32,128,9,9,PASS,1233376,77841,62943744,3964928,0.95,3722112000,156152
174,174,1,2,2,9,9,PASS,121185,243,121104,121104,0.05,30302000,2384
11,11,3,1,8,12,27,PASS,1093,972,2232,242,0.34,169000,114
57,57,3,64,128,32,18,PASS,668864,148032,26069120,1039680,0.98,417282000,68390
25281,1,1,8,16,9,9,PASS,606906,405,808992,606744,0.79,50589000,11084
104,104,3,1,8,12,27,PASS,94372,972,252960,21632,0.23,11050000,2086
400,1,1,256,64,32,18,PASS,145280,35136,768000,307200,0.93,12064000,3333
110,110,3,16,32,32,18,PASS,571456,9792,6455808,387200,0.98,97116000,23280
102,102,3,16,64,9,9,PASS,816832,20817,21529600,1498176,0.89,1333212000,60254
3025,1,1,3,2,9,9,PASS,15206,243,12100,18150,0.076,3051000,283
53,53,1,256,256,9,9,PASS,1506329,136323,41708032,21573120,0.96,2363235000,105784
115,115,3,3,32,9,9,PASS,449255,2025,2903648,198375,0.89,159066000,12851
16129,1,1,8,4,12,27,PASS,193872,972,129032,258064,0.097,16173000,3514
47,47,3,2,128,9,9,PASS,266048,4941,1342080,70688,0.95,66680000,6702
90,90,3,2,1,32,18,PASS,24520,1728,23584,32400,0.052,8306000,1048
212,212,3,3,2,32,18,PASS,224184,2880,444360,269664,0.051,90348000,9790
3136,1,1,3,1,32,18,PASS,13120,1728,6272,18816,0.0088,3171000,423
124,124,3,3,64,12,27,PASS,1000648,4212,2888960,322896,0.88,92580000,24677
188,188,3,4,1,32,18,PASS,177124,2880,174468,282752,0.036,71100000,7737
14161,1,1,64,4,12,27,PASS,963920,2268,339864,1812608,0.26,42529000,17466
21609,1,1,3,4,12,27,PASS,151587,972,172872,129654,0.038,21653000,3271
6889,1,1,64,32,32,18,PASS,663648,5184,1763584,881792,0.87,27594000,13255
186,186,3,16,4,12,27,PASS,690904,4212,1778176,1107072,0.29,208024000,24118
145,145,3,4,16,9,9,PASS,411932,1377,2981264,252300,0.89,168586000,11967
9604,1,1,16,64,9,9,PASS,769616,2673,2458624,1382976,0.79,153705000,17406
87,87,1,3,16,32,18,PASS,144387,1728,242208,45414,0.083,7604000,2825
220,220,1,16,4,12,27,PASS,968324,972,387200,1548800,0.19,48444000,17607
22201,1,1,1,4,9,9,PASS,111086,243,177608,44402,0.05,22227000,2174
118,118,3,1,2,12,27,PASS,41160,972,81664,27848,0.071,14186000,1392
29,29,3,128,128,9,9,PASS,356480,311121,25750656,1722368,0.95,1633994000,59038
16384,1,1,2,4,9,9,PASS,98385,243,131072,65536,0.099,16410000,1741
24,24,3,256,1,9,9,PASS,168676,41553,270820,294912,0.11,150080000,5572
103,103,3,16,8,32,18,PASS,255960,9792,1413192,339488,0.25,85174000,10966
10609,1,1,8,4,12,27,PASS,127632,972,84872,169744,0.097,10653000,2333
14,14,3,1,128,12,27,PASS,22192,7452,61440,2352,0.33,2310000,521
6084,1,1,64,4,12,27,PASS,414684,2268,146016,778752,0.26,18298000,7133
220,220,3,16,4,12,27,PASS,966440,4212,2492176,1548800,0.29,290916000,34401
2601,1,1,128,32,32,18,PASS,420768,9792,1331712,665856,0.87,20850000,8994
34,34,3,64,64,9,9,PASS,180992,83025,8978432,665856,0.89,597076000,22574
69,69,3,4,2,12,27,PASS,28670,1620,45962,38088,0.12,9696000,1065
67,67,3,2,4,32,18,PASS,26454,1728,51740,17956,0.15,4649000,825
41,41,1,512,8,12,27,PASS,880276,12636,511024,1721344,0.66,32001000,16143
38416,1,1,3,16,12,27,PASS,730552,1620,1229312,345744,0.074,76877000,15664
92,92,1,32,4,9,9,PASS,305028,729,270848,541696,0.4,33885000,5385
36481,1,1,3,2,9,9,PASS,182486,243,145924,218886,0.074,36507000,3568
34969,1,1,2,2,9,9,PASS,139957,243,139876,139876,0.05,34995000,2822
36864,1,1,1,1,12,27,PASS,74052,972,73728,73728,0.0035,36908000,2633
17,17,3,256,64,32,18,PASS,235840,295488,4192320,221952,0.98,76594000,11678
1600,1,1,3,16,9,9,PASS,30562,405,51200,14400,0.3,3227000,531
190,190,3,3,16,12,27,PASS,674452,1620,1708544,324900,0.66,72616000,16268
163,163,3,1,2,32,18,PASS,78987,1728,156814,53138,0.043,26921000,3101
24,24,1,64,1,32,18,PASS,39744,5184,4608,73728,0.032,2342000,747
5776,1,1,1,4,12,27,PASS,29204,972,46208,11552,0.015,5820000,732
113,113,3,16,1,32,18,PASS,221233,9792,213009,408608,0.033,102474000,10844
112,112,3,2,4,32,18,PASS,74064,1728,146960,50176,0.14,12794000,2211
98,98,3,32,4,32,18,PASS,353408,19008,1241088,614656,0.13,154036000,18042
78,78,3,32,4,12,27,PASS,221356,7452,544768,389376,0.32,67206000,7687
121,121,3,32,32,12,27,PASS,932356,21708,10590048,1874048,0.85,483741000,54774
81,81,3,3,32,9,9,PASS,220367,2025,1428320,98415,0.89,79030000,6104
28,28,3,3,256,12,27,PASS,182536,14580,545792,54096,0.95,17540000,4386
32761,1,1,4,16,9,9,PASS,655382,405,1048352,393132,0.4,65549000,12296
113,113,3,16,32,32,18,PASS,603184,9792,6816288,408608,0.98,102474000,23829
5625,1,1,64,32,12,27,PASS,542916,6156,1080000,1440000,0.69,50677000,11897
86,86,3,128,8,12,27,PASS,1017068,28188,5026560,1893376,0.65,318646000,39940
128,128,1,4,16,9,9,PASS,327842,405,524288,196608,0.4,32795000,5912
45,45,3,3,4,9,9,PASS,13714,567,53836,12150,0.45,6211000,401
14,14,1,512,8,9,9,PASS,106537,9315,178752,200704,0.89,11254000,1907
70,70,1,128,4,9,9,PASS,648015,2511,588000,1254400,0.42,73540000,12108
71,71,3,32,64,32,18,PASS,484448,37440,10337856,483936,0.98,161790000,29647
163,163,1,2,4,32,18,PASS,159990,1728,212552,106276,0.014,26604000,4049
213,213,1,4,4,9,9,PASS,363033,243,362952,362952,0.2,45395000,6547
135,135,3,8,1,12,27,PASS,164461,2268,125419,291600,0.079,54991000,5558
58,58,3,8,1,9,9,PASS,30696,1377,55104,53824,0.12,27124000,1070
900,1,1,4,512,12,27,PASS,478332,28188,921600,158400,0.15,38786000,9255
124,124,1,4,32,12,27,PASS,554508,2268,984064,246016,0.13,46174000,11454
167,167,3,32,1,12,27,PASS,923237,7452,633435,1784896,0.082,307239000,32178
1296,1,1,64,1,12,27,PASS,85212,2268,7776,165888,0.07,3934000,1393
216,216,1,8,4,9,9,PASS,559953,243,373248,746496,0.4,46682000,9512
126,126,3,32,2,9,9,PASS,541376,5265,2030624,1016064,0.22,508620000,20832
218,218,3,16,1,32,18,PASS,811648,9792,800064,1520768,0.032,380724000,40401
5184,1,1,8,4,32,18,PASS,62784,1728,41472,82944,0.058,5219000,1287
151,151,3,16,16,9,9,PASS,722624,5265,11874704,1094448,0.89,730270000,37837
116,116,1,4,16,9,9,PASS,269282,405,430592,161472,0.4,26939000,4818
6889,1,1,1,4,9,9,PASS,34526,243,55112,13778,0.05,6915000,751
900,1,1,3,2,12,27,PASS,4824,972,3600,5400,0.035,944000,141
53,53,3,32,8,32,18,PASS,119912,19008,712776,179776,0.25,45226000,5810
107,107,3,32,2,9,9,PASS,391010,5265,1460130,732736,0.22,366918000,15370
22,22,3,16,2,9,9,PASS,9840,2673,28960,15488,0.23,7964000,354
121,121,3,8,16,12,27,PASS,345648,4212,1608880,351384,0.58,88164000,11549
25,25,1,2,32,12,27,PASS,22222,2268,40000,5000,0.074,1921000,486
54,54,3,3,32,12,27,PASS,96248,2268,266240,34992,0.88,8902000,2364
1681,1,1,32,8,12,27,PASS,67888,1620,53792,107584,0.39,3407000,1262
38,38,3,32,8,12,27,PASS,60140,7452,251136,92416,0.64,16086000,2118
78,78,3,16,128,32,18,PASS,855104,37440,12879872,486720,0.98,195180000,41082
43,43,1,1,256,9,9,PASS,477542,4779,946688,55470,0.11,53675000,8794
55,55,1,128,32,9,9,PASS,488860,9801,2904000,1936000,0.84,181585000,13700
104,104,1,1,64,32,18,PASS,704192,2880,1384448,32448,0.054,21668000,13369
225,1,1,128,16,12,27,PASS,35640,6804,36000,86400,0.62,2303000,695
153,153,3,4,4,9,9,PASS,185164,729,830500,187272,0.45,93998000,5653
29584,1,1,8,4,12,27,PASS,355332,972,236672,473344,0.096,29628000,6886
80,80,3,2,1,9,9,PASS,19046,405,31044,25600,0.12,12996000,570
35,35,3,16,128,12,27,PASS,180376,43092,1913472,235200,0.85,81596000,9208
29584,1,1,3,8,9,9,PASS,325505,243,473344,177504,0.3,29610000,5895
38,38,1,128,1,12,27,PASS,187896,3564,14440,369664,0.081,7268000,3266
139,139,3,3,8,12,27,PASS,208439,972,454840,115926,0.66,19625000,4588
2401,1,1,32,256,12,27,PASS,705744,28836,2458624,1767136,0.57,105731000,18763
23,23,3,8,1,32,18,PASS,6977,5184,4305,8464,0.053,2218000,297
148,148,3,4,4,9,9,PASS,173204,729,776720,175232,0.45,87968000,5147
25600,1,1,2,16,9,9,PASS,460962,405,819200,153600,0.2,51227000,8405
3481,1,1,4,16,9,9,PASS,69782,405,111392,41772,0.4,6989000,1171
100,100,3,3,2,12,27,PASS,49532,972,58408,60000,0.18,10226000,1291
19,19,3,64,4,12,27,PASS,31388,14580,58004,46208,0.32,8216000,921
175,175,3,3,1,32,18,PASS,122956,2880,151029,183750,0.029,61636000,6180
21,21,3,4,512,32,18,PASS,205028,37440,1001984,29988,0.98,14490000,5041
2916,1,1,256,8,32,18,PASS,778464,17856,699840,1492992,0.24,43789000,15590
184,184,3,2,8,32,18,PASS,333280,1728,800800,135424,0.26,34250000,8109
72,72,3,1,4,12,27,PASS,25108,972,59920,10368,0.13,5354000,697
67,67,1,16,64,32,18,PASS,360272,2880,574592,215472,0.87,9014000,6530
110,110,3,4,64,12,27,PASS,798784,8100,3787776,338800,0.58,145556000,24299
48,48,3,2,8,32,18,PASS,22112,1728,52256,9216,0.28,2426000,586
38,38,3,8,64,9,9,PASS,99680,10449,1483776,103968,0.89,93148000,4667
147,147,1,3,8,32,18,PASS,238275,1728,345744,129654,0.042,21644000,5092
6400,1,1,16,128,32,18,PASS,923904,5184,1638400,512000,0.87,25638000,17937
51,51,3,4,256,32,18,PASS,634276,19008,3173632,93636,0.98,41894000,16549
203,203,3,8,16,12,27,PASS,978032,4212,4563504,989016,0.58,247736000,35042
156,156,1,4,2,12,27,PASS,146340,972,97344,194688,0.025,24380000,3128
11881,1,1,1,16,32,18,PASS,202553,1728,380192,23762,0.029,11916000,4193
24,24,3,16,64,32,18,PASS,49408,19008,571648,27648,0.98,9440000,2040
576,1,1,64,8,9,9,PASS,42120,1377,73728,73728,0.79,4641000,748
51,51,1,128,16,12,27,PASS,377784,6804,416160,998784,0.62,26063000,7362
33,33,3,64,16,12,27,PASS,99328,28836,735568,209088,0.64,48438000,5090
46,46,3,128,1,32,18,PASS,309648,74304,261008,541696,0.032,136172000,13869
51,51,1,4,2,9,9,PASS,15687,243,10404,20808,0.1,2627000,347
45,45,1,64,32,9,9,PASS,196992,5265,1036800,648000,0.79,64857000,4836
21025,1,1,4,2,12,27,PASS,126474,972,84100,168200,0.025,21069000,2718
1369,1,1,4,1,32,18,PASS,7421,1728,2738,10952,0.015,1404000,252
138,138,3,4,2,32,18,PASS,114320,2880,187136,152352,0.069,38400000,4513
169,1,1,2,64,12,27,PASS,13098,4212,21632,2366,0.08,1063000,313
128,128,3,16,32,12,27,PASS,776008,11988,6701184,1048576,0.78,295364000,36941
33,33,1,1,128,32,18,PASS,142785,5184,278784,5445,0.056,4394000,2787
219,219,3,8,2,9,9,PASS,478514,1377,1614914,767376,0.22,384222000,17581
57,57,3,2,128,12,27,PASS,397262,7452,1189760,77976,0.63,35979000,8901
2116,1,1,64,256,9,9,PASS,695912,37665,8667136,4062720,0.87,491169000,27672
12,12,3,256,512,12,27,PASS,1286216,2396628,10618880,1622016,0.97,569532000,47973
87,87,3,128,2,12,27,PASS,997214,28188,1286390,1937664,0.17,326087000,34663
88,88,3,2,1,9,9,PASS,23046,405,37668,30976,0.12,15700000,652
169,169,3,4,1,32,18,PASS,143285,2880,140781,228488,0.037,57496000,6214
46225,1,1,16,4,32,18,PASS,925076,1728,369800,1479200,0.11,46260000,17449
16,16,3,1,32,12,27,PASS,7500,2268,20608,1024,0.32,846000,263
208,208,1,8,8,32,18,PASS,692800,1728,692224,692224,0.11,43299000,14300
10,10,3,512,1,12,27,PASS,106668,111132,27424,102400,0.084,18846000,1909
43,43,3,4,512,9,9,PASS,886536,37017,8081920,428968,1.0,423954000,30088
185,185,1,1,1,32,18,PASS,69026,1728,68450,68450,0.0021,34260000,3076
86,86,3,2,16,9,9,PASS,128012,729,575232,44376,0.89,29812000,2973
56,56,3,3,256,12,27,PASS,763032,14580,2294784,216384,0.95,69340000,18441
100,100,3,2,8,32,18,PASS,97408,1728,233632,40000,0.26,10226000,2312
207,207,3,2,2,12,27,PASS,170072,972,253790,171396,0.12,43289000,5081
2304,1,1,4,128,9,9,PASS,305343,2511,589824,147456,0.42,34600000,5451
32041,1,1,4,16,9,9,PASS,640982,405,1025312,384492,0.4,64109000,11741
29,29,3,1,512,32,18,PASS,383305,19008,1175040,14297,0.49,13690000,7762
36,36,3,512,128,9,9,PASS,1433600,1244241,160580096,10616832,0.95,10030168000,375246
15,15,3,128,2,9,9,PASS,39506,20817,100178,57600,0.22,30126000,1078
199,199,1,4,16,9,9,PASS,792182,405,1267232,475212,0.4,79229000,14859
166,166,1,4,2,12,27,PASS,165660,972,110224,220448,0.025,27600000,3540
2401,1,1,256,8,32,18,PASS,642504,17856,576240,1229312,0.24,36064000,12693
163,163,1,4,32,32,18,PASS,957060,1728,1700416,212552,0.21,26604000,18869
45369,1,1,4,8,9,9,PASS,544509,243,725904,362952,0.4,45395000,9578
48,48,3,256,128,9,9,PASS,1171712,622161,144974336,9437184,0.95,8885872000,327607
28900,1,1,8,2,32,18,PASS,289576,1728,115600,462400,0.028,28935000,6058
900,1,1,64,2,12,27,PASS,60372,2268,10800,115200,0.14,2746000,1003
43,43,3,1,1,12,27,PASS,3854,972,5207,3698,0.072,1961000,245
36100,1,1,8,8,32,18,PASS,578176,1728,577600,577600,0.11,36135000,11528
208,208,3,8,4,32,18,PASS,518160,5184,1540880,692224,0.13,173528000,22190
22,22,3,1,128,12,27,PASS,55248,7452,163840,5808,0.32,5494000,1329
10,10,3,32,16,12,27,PASS,11352,14580,29184,9600,0.64,2456000,323
12,12,1,1,256,12,27,PASS,44136,14580,73728,3312,0.041,3233000,730
127,127,3,2,1,9,9,PASS,48045,405,79125,64516,0.12,32548000,1469
41,41,3,16,64,9,9,PASS,134608,20817,3372096,242064,0.89,216546000,9068
67,67,3,128,64,9,9,PASS,927936,165969,71622720,5171328,0.89,4607126000,175624
125,125,3,8,4,12,27,PASS,186488,2268,429516,250000,0.3,47171000,5782
117,117,1,16,16,32,18,PASS,438624,1728,438048,438048,0.44,13724000,7929
8836,1,1,16,64,12,27,PASS,708824,4212,1131008,989632,0.51,53065000,14545
22,22,3,256,1,9,9,PASS,145040,41553,225680,247808,0.11,126524000,4719
115,115,3,1,64,9,9,PASS,831089,1377,2480576,119025,0.89,106126000,17522
82,82,3,16,2,9,9,PASS,121680,2673,432640,215168,0.22,107924000,4395
98,98,1,2,4,9,9,PASS,57705,243,76832,38416,0.099,9630000,1050
44,44,1,4,8,9,9,PASS,23313,243,30976,15488,0.4,1962000,469
37,37,3,128,16,32,18,PASS,231696,74304,2671760,350464,0.49,88346000,12425
28,28,3,1,4,12,27,PASS,3812,972,8528,1568,0.17,866000,215
15129,1,1,4,2,32,18,PASS,91350,1728,60516,121032,0.015,15164000,2409
841,1,1,512,4,32,18,PASS,450660,33984,195112,861184,0.12,24452000,8486
29,29,3,512,1,32,18,PASS,578777,295488,401625,861184,0.032,217930000,21977
100,100,3,3,8,12,27,PASS,107156,972,233632,60000,0.66,10226000,2481
32,32,1,256,32,12,27,PASS,304632,19764,655360,1048576,0.83,30793000,6869
