ifmap_h,ifmap_w,kernel,c_in,f_out,arch_filter_count,arch_channel_count,valid,dram,weight,psum,ifmap,pe_util,latency,sim_time
29584,1,1,2,4,32,18,PASS,178080,1728,236672,118336,0.014,29619000,4642
166,166,3,16,1,32,18,PASS,472400,9792,462480,881792,0.033,220876000,23123
42,42,3,512,1,32,18,PASS,1052224,295488,861760,1806336,0.031,454244000,47179
102,102,3,3,4,32,18,PASS,72364,2880,203200,62424,0.1,21048000,2708
177,177,3,2,8,32,18,PASS,308234,1728,740600,125316,0.26,31709000,7523
180,180,3,4,1,9,9,PASS,161608,729,288004,259200,0.11,130016000,5462
55,55,1,64,2,12,27,PASS,200622,2268,36300,387200,0.13,9121000,3306
50,50,1,16,4,32,18,PASS,50576,1728,20000,80000,0.12,2535000,859
89,89,3,8,32,9,9,PASS,308168,5265,4206624,316840,0.89,253986000,14352
3025,1,1,64,256,9,9,PASS,986792,37665,12390400,5808000,0.87,702057000,39315
49,49,3,256,128,9,9,PASS,1208448,622161,151212160,9834496,0.95,9258354000,351126
52,52,3,8,32,12,27,PASS,104548,6156,579200,86528,0.78,24546000,3432
625,1,1,512,2,12,27,PASS,327406,12636,47500,640000,0.17,11937000,5368
76,76,3,32,16,9,9,PASS,277632,10449,5846592,554496,0.89,370472000,17275
42,42,3,512,2,12,27,PASS,961772,111132,1152320,1806336,0.17,303454000,31053
28,28,3,32,512,12,27,PASS,524452,306828,8546304,1103872,0.95,375634000,37004
55,55,3,128,4,32,18,PASS,435300,74304,1503716,774400,0.13,194366000,21024
172,172,3,2,16,9,9,PASS,521892,729,2333760,177504,0.89,118736000,11691
115,115,3,32,64,12,27,PASS,1261800,43092,19114176,2962400,0.85,873756000,92827
174,174,1,3,32,12,27,PASS,1060632,2268,1937664,363312,0.099,90874000,21984
54,54,3,64,16,12,27,PASS,244144,28836,2020096,559872,0.64,128868000,12655
175,175,3,2,32,32,18,PASS,1019554,1728,2895328,122500,0.98,31001000,20490
26,26,1,2,64,12,27,PASS,46560,4212,86528,9464,0.069,4105000,982
11,11,3,16,512,32,18,PASS,117136,148032,852480,32912,0.98,16806000,2878
156,156,3,32,1,32,18,PASS,811684,19008,792484,1557504,0.032,389864000,41049
3364,1,1,3,256,32,18,PASS,875884,9792,1722368,90828,0.16,26954000,16649
14884,1,1,4,32,32,18,PASS,536400,1728,952576,119072,0.21,14919000,9670
14400,1,1,4,32,32,18,PASS,518976,1728,921600,115200,0.21,14435000,9253
20,20,3,8,256,9,9,PASS,104936,37665,1557504,96000,0.98,95176000,4571
167,167,3,2,4,9,9,PASS,164840,405,549780,111556,0.45,56148000,4033
43,43,3,8,128,32,18,PASS,239176,19008,2020480,73960,0.98,29846000,8006
98,98,3,64,32,9,9,PASS,930304,41553,38830080,3073280,0.89,2461396000,103540
82,82,3,128,32,9,9,PASS,1106944,83025,53944320,4303360,0.89,3447988000,135528
40,40,3,512,8,32,18,PASS,978208,295488,6237472,1638400,0.25,412256000,49380
35,35,1,512,64,9,9,PASS,742536,73953,8937600,5644800,0.89,559081000,29322
13924,1,1,4,4,9,9,PASS,111473,243,111392,111392,0.2,13950000,1885
40401,1,1,2,16,9,9,PASS,727380,405,1292832,242406,0.2,80829000,13256
47,47,3,128,1,32,18,PASS,321641,74304,272745,565504,0.032,142126000,14513
215,215,1,4,8,12,27,PASS,555024,972,739600,369800,0.099,46269000,10400
52,52,1,64,1,32,18,PASS,178064,5184,21632,346112,0.029,10854000,3236
25921,1,1,1,8,9,9,PASS,233370,243,414736,51842,0.099,25947000,3998
212,212,3,4,16,32,18,PASS,886528,2880,3554880,359552,0.49,90348000,23686
25,25,3,32,1,9,9,PASS,23121,5265,37329,40000,0.11,20386000,819
4489,1,1,3,64,9,9,PASS,301411,1377,574592,121203,0.3,35945000,5553
196,196,1,16,4,9,9,PASS,768482,405,614656,1229312,0.4,76859000,13885
41,41,1,4,4,12,27,PASS,13772,972,13448,13448,0.058,1725000,248
28,28,3,64,64,9,9,PASS,134912,83025,6007040,451584,0.89,406600000,14460
3844,1,1,3,32,12,27,PASS,135512,2268,246016,46128,0.1,11578000,2818
43,43,3,4,128,32,18,PASS,227172,9792,1117824,36980,0.98,14974000,5657
25,25,3,128,2,9,9,PASS,91426,20817,295458,160000,0.22,81346000,3340
576,1,1,512,128,32,18,PASS,435456,134208,4276224,1474560,0.96,66966000,14029
29,29,3,3,8,9,9,PASS,8598,567,43416,5046,0.89,2627000,247
46,46,3,3,2,9,9,PASS,10463,567,28160,12696,0.23,6486000,329
183,183,3,8,4,12,27,PASS,399928,2268,925996,535824,0.3,100879000,12880
106,106,1,8,4,32,18,PASS,135408,1728,89888,179776,0.057,11271000,2788
141,141,3,32,16,12,27,PASS,952456,14580,7207984,1908576,0.64,437900000,48839
189,189,3,16,2,9,9,PASS,642770,2673,2331890,1143072,0.22,572090000,24116
1444,1,1,256,64,9,9,PASS,480872,37665,5360128,3326976,0.87,335265000,18890
155,155,1,1,1,32,18,PASS,48626,1728,48050,48050,0.0022,24060000,2022
43,43,3,256,16,9,9,PASS,541712,83025,14469392,1420032,0.89,951910000,39958
171,171,3,2,8,32,18,PASS,287546,1728,690872,116964,0.26,29609000,6895
15625,1,1,3,32,32,18,PASS,547451,1728,1000000,93750,0.16,15660000,10187
33,33,3,3,256,32,18,PASS,258499,19008,1293568,29403,0.73,17666000,6225
156,156,3,16,8,12,27,PASS,581048,4212,2496032,778752,0.58,146404000,19635
39,39,3,3,256,32,18,PASS,364243,19008,1828096,41067,0.73,24590000,8910
729,1,1,16,8,32,18,PASS,18072,1728,11664,23328,0.23,764000,366
115,115,3,3,16,32,18,PASS,245131,2880,1035984,79350,0.37,26716000,6564
19,19,3,32,1,9,9,PASS,14433,5265,20961,23104,0.11,11926000,481
124,124,1,2,4,9,9,PASS,92337,243,123008,61504,0.099,15402000,1682
44,44,3,1,256,12,27,PASS,460648,14580,1397760,44528,0.32,42916000,10671
93,93,3,32,4,32,18,PASS,319108,19008,1116388,553536,0.13,138746000,15934
217,217,3,16,1,12,27,PASS,801593,4212,606085,1506848,0.075,283044000,28089
33,33,1,8,4,12,27,PASS,13392,972,8712,17424,0.11,1133000,330
87,87,3,8,8,9,9,PASS,119000,1377,1004360,121104,0.89,60822000,4014
65,65,3,8,128,32,18,PASS,551048,19008,4701312,169000,0.98,67906000,18807
12,12,3,128,1,9,9,PASS,28900,20817,30820,36864,0.11,19752000,730
43681,1,1,8,8,12,27,PASS,699220,972,698896,698896,0.19,43725000,12955
215,215,3,8,4,9,9,PASS,551924,1377,3112356,739600,0.45,370326000,18568
20,20,1,8,16,32,18,PASS,10176,1728,12800,6400,0.24,435000,215
1089,1,1,2,16,12,27,PASS,20250,1620,34848,6534,0.056,2223000,411
60,60,3,8,2,32,18,PASS,37832,5184,62408,57600,0.07,14576000,1754
23716,1,1,1,8,9,9,PASS,213525,243,379456,47432,0.099,23742000,4044
1369,1,1,32,256,9,9,PASS,403668,18873,2803712,1314240,0.87,158945000,11782
38809,1,1,4,2,9,9,PASS,232935,243,155236,310472,0.099,38835000,4227
40,40,3,128,2,9,9,PASS,218056,20817,781128,409600,0.22,206176000,8147
58,58,3,3,128,32,18,PASS,416108,9792,2064384,50460,0.73,27124000,10022
74,74,1,32,4,9,9,PASS,197460,729,175232,350464,0.4,21933000,3507
222,222,3,8,4,9,9,PASS,588520,1377,3319360,788544,0.45,394812000,20865
81,81,3,3,1,12,27,PASS,26248,972,19039,39366,0.11,6749000,848
98,98,3,1,2,9,9,PASS,28117,243,56064,19208,0.24,9826000,744
155,155,3,1,4,12,27,PASS,117985,972,283356,48050,0.12,24361000,3293
10,10,3,2,2,12,27,PASS,652,972,448,400,0.27,146000,131
122,122,3,2,32,12,27,PASS,491540,2268,1397760,119072,0.58,44942000,11515
175,175,3,32,8,12,27,PASS,1222996,7452,5567832,1960000,0.64,337351000,45025
1444,1,1,512,64,9,9,PASS,868680,73953,10535424,6653952,0.89,658945000,35865
16,16,1,3,4,12,27,PASS,2116,972,2048,1536,0.091,300000,114
79,79,3,16,2,32,18,PASS,116322,9792,206514,199712,0.065,50182000,5731
35721,1,1,2,8,32,18,PASS,357786,1728,571536,142884,0.028,35756000,8488
19,19,3,1,1,12,27,PASS,974,972,935,722,0.13,425000,138
127,127,3,2,4,32,18,PASS,95334,1728,189500,64516,0.14,16409000,3004
63,63,3,64,8,32,18,PASS,302216,37440,1997384,508032,0.25,127470000,16321
75,75,3,8,4,12,27,PASS,67288,2268,152716,90000,0.3,17071000,2079
3136,1,1,128,64,12,27,PASS,611832,19764,2007040,2809856,0.83,94153000,16835
12,12,3,128,256,12,27,PASS,350536,613332,2667520,423936,0.95,145724000,12398
89,89,3,128,1,9,9,PASS,1031825,20817,1989777,2027776,0.11,1015362000,41039
172,172,3,32,32,12,27,PASS,1882180,21708,21509760,3786752,0.85,976962000,113653
900,1,1,8,4,32,18,PASS,11376,1728,7200,14400,0.067,935000,334
110,110,3,2,8,12,27,PASS,117836,972,283392,48400,0.45,12346000,2751
1089,1,1,2,512,32,18,PASS,568962,19008,1115136,37026,0.11,17474000,10962
676,1,1,1,128,32,18,PASS,89508,5184,173056,3380,0.058,2742000,1690
22,22,3,4,256,32,18,PASS,113552,19008,552960,17424,0.98,7964000,2872
154,154,3,1,16,32,18,PASS,393956,1728,1118720,47432,0.25,24050000,8945
86,86,1,8,2,32,18,PASS,74536,1728,29584,118336,0.029,7431000,1576
157,157,3,32,8,32,18,PASS,990184,19008,6421960,1577536,0.25,394874000,51599
1444,1,1,128,64,12,27,PASS,286968,19764,924160,1293824,0.83,43393000,7813
209,209,3,4,1,9,9,PASS,217897,729,388953,349448,0.11,175198000,7508
16,16,3,64,32,32,18,PASS,41088,37440,465024,32768,0.98,8560000,1592
48,48,3,32,16,12,27,PASS,114712,14580,811072,221184,0.64,51020000,5808
51,51,3,2,16,32,18,PASS,44194,1728,118384,10404,0.51,2729000,1032
165,165,3,2,8,9,9,PASS,267164,405,1073192,108900,0.89,54816000,6035
84,84,3,1,128,12,27,PASS,871292,7452,2624000,84672,0.32,77910000,20181
13456,1,1,1,16,32,18,PASS,229328,1728,430592,26912,0.029,13491000,4598
32,32,1,3,2,9,9,PASS,5201,243,4096,6144,0.081,1050000,166
35344,1,1,4,16,9,9,PASS,707042,405,1131008,424128,0.4,70715000,13132
106,106,3,32,1,9,9,PASS,372960,5265,716352,719104,0.11,360100000,13610
49,49,1,128,64,9,9,PASS,470712,19521,4609920,2765952,0.84,288265000,16067
68,68,3,64,64,9,9,PASS,616192,83025,37044480,2663424,0.89,2372760000,91142
65,65,3,4,2,12,27,PASS,25486,1620,40698,33800,0.12,8616000,890
60,60,1,1,128,12,27,PASS,467964,7452,921600,43200,0.036,39654000,9031
85,85,3,64,2,12,27,PASS,483306,14580,634618,924800,0.16,159356000,16718
139,139,3,2,32,32,18,PASS,639826,1728,1819360,77284,0.98,19625000,12980
177,177,3,16,8,9,9,PASS,747560,2673,8174600,1002528,0.89,501794000,29427
42436,1,1,4,8,12,27,PASS,509556,972,678976,339488,0.099,42480000,9874
1936,1,1,128,2,9,9,PASS,252895,2511,116160,495616,0.21,29080000,4667
84,84,3,1,8,9,9,PASS,60929,243,164000,14112,0.89,7250000,1178
22,22,3,1,32,12,27,PASS,14256,2268,40960,1936,0.31,1542000,374
143,143,1,4,4,9,9,PASS,163673,243,163592,163592,0.2,20475000,2762
129,129,3,32,4,12,27,PASS,600592,7452,1506220,1065024,0.32,183435000,21039
129,129,3,1,32,32,18,PASS,533345,1728,1564640,33282,0.49,16925000,10917
25,25,3,128,128,9,9,PASS,303232,311121,18909312,1280000,0.95,1219266000,45313
1156,1,1,8,512,12,27,PASS,615052,28188,1183744,406912,0.29,49794000,12410
13924,1,1,1,8,9,9,PASS,125397,243,222784,27848,0.099,13950000,2249
42,42,1,4,32,32,18,PASS,64080,1728,112896,14112,0.22,1799000,1218
121,121,1,64,32,32,18,PASS,1407840,5184,3748096,1874048,0.87,58602000,30785
841,1,1,2,4,12,27,PASS,5370,972,6728,3364,0.043,885000,139
57,57,3,1,256,32,18,PASS,782257,9792,2379520,29241,0.49,26202000,16041
5329,1,1,128,8,9,9,PASS,725959,2511,1278960,1364224,0.84,79975000,14084
29241,1,1,4,2,12,27,PASS,175770,972,116964,233928,0.025,29285000,3781
31,31,1,128,64,32,18,PASS,193728,19008,984064,369024,0.87,15426000,5013
1089,1,1,16,32,9,9,PASS,52920,1377,139392,87120,0.79,8745000,1063
20,20,1,4,1,32,18,PASS,2576,1728,800,3200,0.034,435000,139
6889,1,1,32,2,12,27,PASS,234874,1620,55112,440896,0.1,13823000,4311
79,79,3,1,1,9,9,PASS,12251,243,18095,12482,0.13,6425000,371
161,161,3,3,1,12,27,PASS,103368,972,76479,155526,0.095,26269000,3194
17,17,3,2,16,9,9,PASS,4502,729,19920,1734,0.89,1246000,193
133,133,3,16,8,32,18,PASS,424920,9792,2367432,566048,0.25,141874000,18980
36,36,3,1,64,9,9,PASS,75928,1377,230656,11664,0.89,10536000,1717
48,48,1,2,8,32,18,PASS,23616,1728,36864,9216,0.033,2339000,541
81,81,3,4,1,12,27,PASS,33133,1620,31837,52488,0.067,13320000,1390
11,11,3,8,1,12,27,PASS,2021,2268,675,1936,0.13,431000,135
72,72,3,2,16,12,27,PASS,89416,1620,239680,31104,0.44,10548000,2215
18,18,3,32,128,9,9,PASS,82016,77841,2392064,165888,0.95,160372000,6073
324,1,1,3,32,32,18,PASS,11916,1728,20736,1944,0.19,359000,259
124,124,1,8,1,32,18,PASS,138960,1728,30752,246016,0.015,15411000,3194
35,35,3,512,8,32,18,PASS,783368,295488,4739592,1254400,0.25,316246000,38348
172,172,3,8,2,12,27,PASS,295444,2268,408680,473344,0.15,89142000,9910
53,53,3,2,256,12,27,PASS,678602,14580,2049792,129214,0.63,62140000,16353
33,33,3,512,4,32,18,PASS,708868,295488,2098948,1115136,0.13,281426000,30375
92,92,3,1,2,9,9,PASS,24745,243,49320,16928,0.24,8674000,656
19,19,3,64,1,9,9,PASS,28577,10449,41633,46208,0.11,23798000,917
71,71,3,4,32,12,27,PASS,174460,4212,779424,80656,0.58,30464000,5300
218,218,3,16,1,9,9,PASS,808336,2673,1553472,1520768,0.11,760996000,31440
55,55,1,8,8,32,18,PASS,48976,1728,48400,48400,0.11,3060000,1008
161,161,1,1,1,12,27,PASS,52166,972,51842,51842,0.0037,25965000,1809
115,115,3,32,1,9,9,PASS,438561,5265,844449,846400,0.11,423766000,16932
91,91,3,1,32,9,9,PASS,262077,729,771808,41405,0.89,33362000,5399
45,45,3,16,16,32,18,PASS,66592,9792,524944,64800,0.49,16386000,2901
216,216,3,4,16,12,27,PASS,920656,2916,3691072,559872,0.44,187112000,28635
80,80,3,3,16,9,9,PASS,117030,1053,696384,57600,0.89,38636000,3160
51,51,3,256,1,32,18,PASS,741985,148032,642145,1331712,0.032,334326000,34699
25281,1,1,2,4,12,27,PASS,152010,972,202248,101124,0.025,25325000,3430
200,200,1,16,16,12,27,PASS,1280648,1620,1280000,1920000,0.39,80045000,26102
198,198,3,3,1,32,18,PASS,157180,2880,193648,235224,0.028,78840000,7624
2401,1,1,64,2,32,18,PASS,160770,5184,38416,307328,0.057,9642000,2937
224,224,3,16,2,12,27,PASS,903328,4212,1292040,1605632,0.15,301580000,32058
48,48,3,4,2,12,27,PASS,14096,1620,21896,18432,0.13,4740000,610
112,112,3,16,16,32,18,PASS,398912,9792,3347520,401408,0.49,100672000,17678
28,28,3,128,8,32,18,PASS,142624,74304,750880,200704,0.25,50888000,5933
190,190,1,16,1,12,27,PASS,614024,972,72200,1155200,0.05,36144000,11279
192,192,3,3,4,32,18,PASS,256144,2880,728080,221184,0.098,74148000,9750
20,20,1,3,128,9,9,PASS,53615,2511,102400,19200,0.32,6040000,917
99,99,3,64,8,32,18,PASS,720968,37440,4992008,1254528,0.25,314166000,39104
3025,1,1,64,1,9,9,PASS,197273,1377,48400,387200,0.099,24233000,3320
961,1,1,512,8,9,9,PASS,504337,9315,876432,984064,0.89,54859000,9611
7744,1,1,4,8,12,27,PASS,93252,972,123904,61952,0.1,7788000,1846
168,168,3,4,16,9,9,PASS,554440,1377,4010560,338688,0.89,226224000,16948
11881,1,1,16,2,9,9,PASS,214020,405,95048,380192,0.2,23789000,3699
6889,1,1,8,4,9,9,PASS,82749,243,55112,110224,0.4,6915000,1510
106,106,1,64,8,9,9,PASS,809640,1377,1438208,1438208,0.79,89921000,16299
82,82,3,128,4,12,27,PASS,900204,28188,2282240,1721344,0.33,289742000,32590
3600,1,1,256,2,12,27,PASS,932040,6804,144000,1843200,0.16,36053000,16597
138,138,3,3,16,9,9,PASS,353554,1053,2097664,171396,0.89,114616000,9881
76,76,3,4,8,12,27,PASS,67560,1620,223776,46208,0.44,11740000,1894
92,92,3,1,1,9,9,PASS,16645,243,24660,16928,0.13,8674000,503
9216,1,1,32,2,12,27,PASS,313992,1620,73728,589824,0.099,18477000,5889
14,14,3,512,2,9,9,PASS,142112,83025,344352,200704,0.22,105516000,4109
216,216,1,1,16,9,9,PASS,793314,405,1492992,139968,0.099,93339000,15473
45796,1,1,4,4,12,27,PASS,366692,972,366368,366368,0.05,45840000,7966
47,47,1,4,32,12,27,PASS,80496,2268,141376,35344,0.13,6673000,1544
72,72,3,16,4,9,9,PASS,103840,2673,664720,165888,0.45,83264000,4144
11,11,3,3,512,32,18,PASS,60267,37440,244224,6171,0.73,4230000,1411
30,30,1,1,4,12,27,PASS,4824,972,7200,1800,0.029,944000,155
729,1,1,1,8,32,18,PASS,7137,1728,11664,1458,0.029,764000,201
177,177,3,8,4,9,9,PASS,373780,1377,2104900,501264,0.45,251082000,13203
11449,1,1,16,4,32,18,PASS,229556,1728,91592,366368,0.11,11484000,4502
122,122,1,2,16,12,27,PASS,268560,1620,476288,89304,0.05,29813000,5703
94,94,1,1,16,12,27,PASS,150860,1620,282752,26508,0.026,17717000,3251
42849,1,1,4,8,32,18,PASS,514764,1728,685584,342792,0.056,42884000,11360
7569,1,1,4,32,9,9,PASS,272808,729,484416,151380,0.4,30305000,4877
216,216,3,8,4,9,9,PASS,557080,1377,3141520,746496,0.45,373776000,19562
196,1,1,3,256,12,27,PASS,57892,14580,100352,13524,0.11,4377000,1051
66,66,1,1,64,32,18,PASS,284292,2880,557568,13068,0.055,8748000,5290
79,79,3,16,16,9,9,PASS,197312,5265,3209360,299568,0.89,200206000,9947
18,18,3,512,512,32,18,PASS,2656256,4719168,75628544,2820096,0.98,1368116000,198993
92,92,3,32,2,9,9,PASS,289640,5265,1076040,541696,0.22,271368000,11603
108,108,1,64,64,12,27,PASS,1498824,11988,4478976,5225472,0.69,210013000,40069
69,69,3,1,128,32,18,PASS,581657,5184,1758080,23805,0.49,19238000,12239
729,1,1,128,8,32,18,PASS,103752,9792,93312,186624,0.22,5874000,1964
45,45,3,1,128,32,18,PASS,241001,5184,732032,10125,0.49,8246000,5008
27,27,3,2,64,12,27,PASS,43402,4212,126400,10206,0.58,4504000,1065
11,11,3,16,128,12,27,PASS,33688,43092,162432,23232,0.85,8684000,940
2116,1,1,128,64,32,18,PASS,415488,19008,2166784,812544,0.87,33906000,10793
218,218,3,1,16,12,27,PASS,794668,1620,2253312,142572,0.22,95520000,19423
128,128,1,8,2,9,9,PASS,163921,243,65536,262144,0.2,16410000,2728
19,19,1,512,128,12,27,PASS,298756,135756,1755904,2217984,0.95,75701000,9924
3844,1,1,64,1,9,9,PASS,250508,1377,61504,492032,0.099,30785000,4564
52,52,3,2,1,12,27,PASS,8232,972,7700,10816,0.091,2834000,369
151,151,1,8,2,9,9,PASS,228091,243,91204,364816,0.2,22827000,3803
167,167,3,8,2,9,9,PASS,278210,1377,936210,446224,0.22,223542000,9893
6724,1,1,3,32,9,9,PASS,235664,729,430336,100860,0.3,26925000,4041
86,86,1,4,1,9,9,PASS,37061,243,14792,59168,0.05,7422000,630
137,137,3,4,4,32,18,PASS,149128,2880,368820,150152,0.13,37848000,5198
26,26,3,4,8,9,9,PASS,7636,729,44544,5408,0.89,2812000,280
5184,1,1,128,2,32,18,PASS,678528,9792,165888,1327104,0.056,41514000,13657
8100,1,1,64,32,12,27,PASS,780516,6156,1555200,2073600,0.69,72952000,18069
37,37,3,3,32,9,9,PASS,44279,2025,287840,20535,0.89,16638000,1296
96,96,3,3,2,9,9,PASS,45563,567,125960,55296,0.23,27886000,1402
29,29,3,2,2,9,9,PASS,3302,405,7722,3364,0.25,1776000,146
4489,1,1,64,32,32,18,PASS,433248,5184,1149184,574592,0.87,17994000,9132
30,30,1,2,1,12,27,PASS,3024,972,1800,3600,0.023,944000,132
21,21,3,2,1,32,18,PASS,1819,1728,1159,1764,0.12,509000,184
16,16,1,64,16,32,18,PASS,22784,5184,32768,32768,0.44,1062000,425
44,44,3,3,16,32,18,PASS,35184,2880,146496,11616,0.38,3996000,1123
74,74,3,64,8,32,18,PASS,410368,37440,2769408,700928,0.25,175716000,21586
12769,1,1,32,16,12,27,PASS,614208,2916,817216,1225824,0.39,51123000,12848
55,55,3,1,128,12,27,PASS,366141,7452,1105792,36300,0.32,33511000,8680
9216,1,1,4,8,12,27,PASS,110916,972,147456,73728,0.1,9260000,2084
33124,1,1,1,8,9,9,PASS,298197,243,529984,66248,0.099,33150000,5651
90,90,3,64,128,12,27,PASS,1588040,157140,45596672,6220800,0.93,1962816000,194398
31,31,3,4,128,32,18,PASS,116100,9792,567936,19220,0.98,7846000,2765
2116,1,1,16,128,12,27,PASS,308268,7452,541696,406272,0.56,23330000,6318
109,109,3,64,64,9,9,PASS,1534592,83025,96276032,6843456,0.89,6088426000,241088
223,223,1,4,16,32,18,PASS,995156,1728,1591328,397832,0.11,49764000,19887
110,110,3,2,64,9,9,PASS,771992,2673,3787776,217800,0.89,193996000,19786
119,119,3,64,8,9,9,PASS,1021000,10449,14366664,1812608,0.89,907198000,48399
43,43,3,32,1,32,18,PASS,70065,19008,58097,118336,0.034,29846000,3016
5184,1,1,128,2,12,27,PASS,675540,3564,103680,1327104,0.16,25968000,11709
78,78,1,2,128,9,9,PASS,792135,2511,1557504,194688,0.21,91300000,14927
78,78,3,2,8,9,9,PASS,58538,405,235904,24336,0.89,12360000,1292
26,26,3,128,512,12,27,PASS,980516,1198476,27770880,3807232,0.97,1268482000,115656
9604,1,1,16,16,32,18,PASS,307904,1728,307328,307328,0.44,9639000,5364
38,38,3,4,256,9,9,PASS,346948,18873,3133440,173280,0.98,168756000,11503
196,1,1,64,8,32,18,PASS,16416,5184,12544,25088,0.23,822000,333
8281,1,1,2,64,12,27,PASS,548490,4212,1059968,115934,0.066,49735000,11332
193,193,1,8,16,9,9,PASS,894138,405,1191968,893976,0.79,74525000,16220
11,11,3,2,8,32,18,PASS,1466,1728,2232,484,0.37,169000,121
44,44,3,16,16,32,18,PASS,63808,9792,501312,61952,0.49,15672000,2695
161,161,1,3,2,9,9,PASS,129686,243,103684,155526,0.074,25947000,2480
149,149,3,32,2,9,9,PASS,756242,5265,2846802,1420864,0.22,711066000,29164
219,219,3,8,4,32,18,PASS,574348,5184,1709092,767376,0.13,192338000,23701
128,128,3,8,4,9,9,PASS,195224,1377,1095696,262144,0.45,131424000,6820
67,67,3,3,32,12,27,PASS,149639,2268,413920,53868,0.88,13647000,3488
126,126,3,32,1,32,18,PASS,532624,19008,515344,1016064,0.032,254444000,26252
18,18,3,128,64,32,18,PASS,131584,148032,2375680,124416,0.98,42804000,6803
88,88,3,4,64,9,9,PASS,506912,5265,4348160,278784,0.89,248320000,16837
110,110,3,16,2,9,9,PASS,218224,2673,783648,387200,0.22,193996000,8178
106,106,3,4,16,32,18,PASS,219152,2880,878592,89888,0.5,22720000,5834
138,138,1,32,4,32,18,PASS,686736,2880,304704,1218816,0.11,38124000,13554
130,130,3,8,1,32,18,PASS,153888,5184,149504,270400,0.035,67916000,6884
110,110,3,4,1,12,27,PASS,60712,1620,59184,96800,0.064,24456000,2100
25,25,1,1,512,12,27,PASS,334557,28188,640000,27500,0.037,26961000,6522
185,185,3,1,4,9,9,PASS,168262,243,404796,68450,0.45,34621000,3330
100,100,1,2,32,32,18,PASS,340576,1728,640000,40000,0.11,10035000,6345
76,76,3,32,2,9,9,PASS,198376,5265,730824,369664,0.22,185320000,7242
52,52,3,1,128,9,9,PASS,323919,2511,985600,43264,0.95,40830000,6292
101,101,1,8,4,9,9,PASS,122493,243,81608,163216,0.4,10227000,2096
165,165,3,4,16,12,27,PASS,535300,2916,2146384,326700,0.44,109286000,16324
13689,1,1,64,2,12,27,PASS,904446,2268,164268,1752192,0.13,41113000,16047
87,87,1,2,32,32,18,PASS,257922,1728,484416,30276,0.11,7604000,4606
400,1,1,8,32,32,18,PASS,16576,1728,25600,6400,0.45,435000,332
156,156,3,8,2,12,27,PASS,243092,2268,335720,389376,0.15,73366000,7636
19,19,3,512,2,32,18,PASS,332866,295488,331330,369664,0.063,95030000,9215
64,64,3,1,256,32,18,PASS,992768,9792,3015680,36864,0.49,32992000,20797
119,119,1,4,8,12,27,PASS,170256,972,226576,113288,0.1,14205000,3385
14400,1,1,3,32,9,9,PASS,504324,729,921600,216000,0.3,57629000,9360
17,17,3,8,512,12,27,PASS,159308,83916,898560,101728,0.87,38621000,4976
54,54,3,3,256,9,9,PASS,708019,14175,5005312,262440,0.98,254686000,20301
45,45,3,256,32,32,18,PASS,651296,148032,15910688,1036800,0.98,260586000,44394
29,29,3,4,256,12,27,PASS,204244,28836,988416,77372,0.64,37518000,5957
216,216,1,16,2,12,27,PASS,840132,972,186624,1492992,0.099,46700000,15160
53,53,3,32,128,9,9,PASS,461696,77841,22475904,1438208,0.95,1353242000,55848
54,54,3,128,16,9,9,PASS,437248,41553,11544832,1119744,0.89,749180000,33490
36,36,1,4,512,12,27,PASS,682668,28188,1327104,228096,0.15,55814000,13696
100,1,1,8,8,32,18,PASS,2176,1728,1600,1600,0.2,135000,113
127,127,1,32,64,32,18,PASS,1550688,5184,4129024,1548384,0.87,64554000,33238
